L,K,P,G,Z,S,E,X,R,I,V,A,W,F,Y,M,C,T,N,U,D,H,Q,ID,Label,IsDNA,IsRNA
25,18,11,13,0,18,14,0,5,35,19,20,0,11,11,6,3,14,15,0,13,5,9,4873,nonDRNA,NotDNA,NotRNA
29,11,15,28,0,24,26,0,14,21,19,31,9,19,9,8,2,20,16,0,23,9,16,4874,nonDRNA,NotDNA,NotRNA
14,10,7,8,0,1,9,0,2,12,14,23,1,4,4,3,1,8,4,0,8,4,9,4875,nonDRNA,NotDNA,NotRNA
16,25,24,28,0,10,16,0,10,20,23,36,4,9,16,10,7,18,12,0,12,9,9,4876,nonDRNA,NotDNA,NotRNA
44,18,20,20,0,13,39,0,20,17,30,22,1,10,4,3,0,17,10,0,15,5,7,4877,nonDRNA,NotDNA,NotRNA
36,36,12,28,0,21,23,0,8,41,22,14,3,9,22,8,7,17,58,0,31,10,5,4878,nonDRNA,NotDNA,NotRNA
47,35,19,49,0,27,37,0,21,38,41,50,3,15,12,9,6,32,22,0,31,10,17,4879,nonDRNA,NotDNA,NotRNA
47,34,19,49,0,28,35,0,22,35,43,54,3,15,12,9,6,33,18,0,31,10,18,4880,nonDRNA,NotDNA,NotRNA
18,6,6,3,0,7,8,0,1,4,9,13,2,0,5,2,3,9,1,0,7,4,7,4881,nonDRNA,NotDNA,NotRNA
36,7,16,25,0,13,14,0,20,6,31,37,7,8,5,9,4,20,8,0,16,8,11,4882,nonDRNA,NotDNA,NotRNA
19,2,23,15,0,18,7,0,9,15,12,16,3,5,7,6,3,8,15,0,9,5,10,4883,nonDRNA,NotDNA,NotRNA
16,11,11,19,0,10,15,0,8,12,21,21,4,6,9,7,2,18,7,0,12,11,11,4884,nonDRNA,NotDNA,NotRNA
12,8,4,3,0,6,13,0,8,8,7,6,1,4,4,5,0,4,2,0,4,4,2,4885,nonDRNA,NotDNA,NotRNA
38,11,17,33,0,12,16,0,16,25,25,61,0,5,3,13,7,15,12,0,15,8,18,4886,nonDRNA,NotDNA,NotRNA
88,49,54,76,0,36,57,0,39,47,58,97,8,29,21,23,10,47,31,0,55,15,25,4887,nonDRNA,NotDNA,NotRNA
21,19,9,42,0,37,31,0,19,27,32,42,0,14,0,13,0,23,20,0,22,6,17,4888,nonDRNA,NotDNA,NotRNA
94,81,93,79,0,126,90,0,67,31,53,95,13,29,30,25,18,67,38,0,42,22,30,4889,nonDRNA,NotDNA,NotRNA
96,82,90,88,0,120,90,0,64,33,62,97,13,29,30,18,14,65,40,0,42,24,33,4890,nonDRNA,NotDNA,NotRNA
19,8,10,11,0,15,20,0,9,13,10,26,1,8,3,3,2,9,8,0,11,5,9,4891,nonDRNA,NotDNA,NotRNA
58,12,17,47,0,26,22,0,29,18,33,80,2,12,5,8,2,24,11,0,24,10,18,4892,nonDRNA,NotDNA,NotRNA
10,4,3,5,0,6,6,0,2,6,6,9,0,5,0,3,0,3,3,0,6,3,7,4893,nonDRNA,NotDNA,NotRNA
36,28,14,40,0,27,29,0,17,42,22,26,2,19,16,11,9,20,19,0,29,7,13,4894,nonDRNA,NotDNA,NotRNA
18,14,2,6,0,8,11,0,9,12,12,7,1,5,6,4,2,9,9,0,11,0,1,4895,nonDRNA,NotDNA,NotRNA
42,7,15,36,0,12,32,0,29,1,33,42,4,14,9,4,0,7,3,0,11,4,4,4896,nonDRNA,NotDNA,NotRNA
16,20,6,7,0,13,25,0,7,14,9,7,2,5,11,7,0,6,13,0,11,2,4,4897,nonDRNA,NotDNA,NotRNA
57,45,19,36,0,25,65,0,43,35,50,37,6,21,16,18,3,23,8,0,28,8,12,4898,nonDRNA,NotDNA,NotRNA
42,10,23,26,0,24,21,0,14,15,18,23,5,12,13,3,4,22,10,0,12,15,25,4899,nonDRNA,NotDNA,NotRNA
29,29,17,18,0,15,27,0,13,24,17,22,7,18,23,5,4,21,28,0,18,13,10,4900,nonDRNA,NotDNA,NotRNA
43,40,2,18,0,38,43,0,14,37,32,25,1,12,6,10,0,22,23,0,22,10,34,4901,nonDRNA,NotDNA,NotRNA
31,35,13,18,0,30,19,0,9,37,12,19,7,27,16,4,1,21,32,0,23,3,11,4902,nonDRNA,NotDNA,NotRNA
40,29,20,19,0,14,23,0,25,25,19,17,4,20,16,4,4,17,15,0,9,8,18,4903,nonDRNA,NotDNA,NotRNA
9,8,4,9,0,5,6,0,4,5,5,9,2,5,3,3,0,6,3,0,8,4,2,4904,nonDRNA,NotDNA,NotRNA
43,11,16,26,0,27,18,0,14,14,20,18,13,18,8,4,8,12,13,0,12,15,17,4905,nonDRNA,NotDNA,NotRNA
48,12,17,17,0,25,23,0,27,18,21,19,6,18,9,5,6,13,16,0,25,16,12,4906,nonDRNA,NotDNA,NotRNA
44,12,20,25,0,27,22,0,13,15,18,22,5,11,15,4,4,19,11,0,12,15,23,4907,nonDRNA,NotDNA,NotRNA
31,22,19,45,0,41,14,0,7,18,31,33,2,29,19,6,4,32,20,0,34,3,17,4908,nonDRNA,NotDNA,NotRNA
55,30,27,54,0,47,28,0,24,28,48,67,11,18,22,8,1,31,40,0,30,7,17,4909,nonDRNA,NotDNA,NotRNA
25,15,14,30,0,20,13,0,12,17,18,24,3,14,18,8,3,15,14,0,17,10,14,4910,nonDRNA,NotDNA,NotRNA
14,18,5,6,0,7,8,0,5,7,11,9,0,7,3,10,7,7,7,0,7,0,4,4911,nonDRNA,NotDNA,NotRNA
15,7,11,9,0,7,11,0,12,7,12,20,2,3,5,2,3,6,4,0,9,4,3,4912,nonDRNA,NotDNA,NotRNA
28,19,16,26,0,23,16,0,10,24,24,18,3,12,18,12,3,31,22,0,20,4,9,4913,nonDRNA,NotDNA,NotRNA
96,50,51,61,0,56,56,0,46,50,51,49,15,37,31,12,7,47,41,0,50,26,25,4914,nonDRNA,NotDNA,NotRNA
67,62,19,57,0,31,84,0,54,49,61,63,2,28,27,35,4,50,38,0,54,17,39,4915,nonDRNA,NotDNA,NotRNA
26,12,12,24,0,18,11,0,14,14,24,19,10,6,6,3,11,15,14,0,14,7,8,4916,nonDRNA,NotDNA,NotRNA
14,5,4,12,0,8,12,0,0,12,15,18,1,3,1,5,0,8,8,0,12,2,10,4917,nonDRNA,NotDNA,NotRNA
47,17,7,44,0,40,36,0,31,39,35,73,1,15,4,13,5,42,14,0,27,4,34,4918,nonDRNA,NotDNA,NotRNA
21,18,9,23,0,19,21,0,25,16,21,14,4,8,10,8,3,20,10,0,12,8,5,4919,nonDRNA,NotDNA,NotRNA
16,6,4,10,0,11,4,0,6,7,12,12,2,8,3,3,0,11,4,0,3,0,1,4920,nonDRNA,NotDNA,NotRNA
12,4,12,19,0,12,6,0,16,9,11,19,4,4,7,3,12,9,9,0,14,2,4,4921,nonDRNA,NotDNA,NotRNA
43,49,12,37,0,20,32,0,8,32,33,27,2,16,4,9,3,18,34,0,24,6,7,4922,nonDRNA,NotDNA,NotRNA
44,15,17,39,0,15,28,0,26,21,19,47,3,15,8,15,5,26,11,0,21,7,12,4923,nonDRNA,NotDNA,NotRNA
52,31,34,16,0,25,33,0,16,16,29,38,3,11,17,12,3,23,16,0,20,12,25,4924,nonDRNA,NotDNA,NotRNA
60,10,26,32,0,10,35,0,46,4,40,36,3,14,14,4,1,5,4,0,21,11,9,4925,nonDRNA,NotDNA,NotRNA
21,28,12,8,0,26,28,0,23,8,10,11,2,4,10,8,12,10,10,0,20,5,25,4926,nonDRNA,NotDNA,NotRNA
63,77,54,75,0,61,61,0,48,54,53,70,29,52,40,20,4,60,34,0,74,28,20,4927,nonDRNA,NotDNA,NotRNA
22,14,11,21,0,12,15,0,15,15,12,21,7,9,9,5,5,12,8,0,19,3,5,4928,nonDRNA,NotDNA,NotRNA
319,130,110,124,0,161,167,0,153,133,158,205,40,84,64,94,36,139,84,0,129,83,136,4929,nonDRNA,NotDNA,NotRNA
76,13,55,53,0,24,58,0,57,9,45,77,22,33,27,7,6,19,8,0,23,15,18,4930,nonDRNA,NotDNA,NotRNA
34,29,17,28,0,15,35,0,23,30,26,27,4,15,8,4,4,8,7,0,12,10,6,4931,nonDRNA,NotDNA,NotRNA
11,8,6,8,0,5,12,0,8,5,8,7,3,7,6,1,1,6,4,0,8,9,4,4932,nonDRNA,NotDNA,NotRNA
31,16,13,30,0,17,28,0,26,23,16,35,4,17,10,8,5,19,16,0,18,10,15,4933,nonDRNA,NotDNA,NotRNA
20,7,14,17,0,8,10,0,12,12,11,23,8,10,6,2,1,9,11,0,12,5,9,4934,nonDRNA,NotDNA,NotRNA
16,10,6,9,0,3,6,0,3,10,6,13,2,4,3,3,2,6,5,0,11,3,6,4935,nonDRNA,NotDNA,NotRNA
23,10,15,10,0,18,13,0,15,7,18,10,3,16,10,6,7,9,11,0,16,7,4,4936,nonDRNA,NotDNA,NotRNA
22,10,15,10,0,18,13,0,15,7,18,11,3,16,10,6,7,9,11,0,16,7,4,4937,nonDRNA,NotDNA,NotRNA
11,9,4,3,0,11,7,0,3,10,1,6,7,8,8,1,2,6,10,0,3,5,4,4938,nonDRNA,NotDNA,NotRNA
45,21,13,22,0,18,26,0,16,17,39,37,2,19,17,5,2,29,13,0,27,6,14,4939,nonDRNA,NotDNA,NotRNA
38,4,16,32,0,13,25,0,31,17,24,35,5,13,8,8,7,30,10,0,19,11,11,4940,nonDRNA,NotDNA,NotRNA
23,36,20,38,0,14,18,0,12,33,27,54,2,18,8,13,1,20,12,0,27,4,12,4941,nonDRNA,NotDNA,NotRNA
29,15,12,13,0,8,20,0,12,17,16,35,2,7,2,11,6,14,14,0,16,2,11,4942,nonDRNA,NotDNA,NotRNA
82,51,29,57,0,43,93,0,66,54,59,81,7,25,25,33,4,42,34,0,52,22,42,4943,nonDRNA,NotDNA,NotRNA
82,51,29,56,0,44,93,0,66,54,59,81,7,25,25,33,4,42,34,0,52,22,42,4944,nonDRNA,NotDNA,NotRNA
28,19,19,26,0,20,36,0,14,29,15,17,7,16,15,11,3,16,17,0,15,7,13,4945,nonDRNA,NotDNA,NotRNA
47,10,6,32,0,22,8,0,6,39,28,28,4,15,10,9,2,6,15,0,9,3,3,4946,nonDRNA,NotDNA,NotRNA
47,12,22,30,0,30,27,0,18,25,36,33,8,19,10,5,0,27,19,0,11,2,16,4947,nonDRNA,NotDNA,NotRNA
24,7,11,21,0,10,7,0,14,16,11,25,1,5,19,5,6,17,6,0,8,4,10,4948,nonDRNA,NotDNA,NotRNA
6,3,3,4,0,3,2,0,6,8,5,2,1,2,2,2,4,3,3,0,4,2,1,4949,nonDRNA,NotDNA,NotRNA
7,12,9,11,0,7,9,0,14,13,7,11,3,4,3,2,0,7,4,0,4,6,5,4950,nonDRNA,NotDNA,NotRNA
28,11,19,25,0,17,17,0,10,25,17,42,0,10,8,7,0,19,11,0,10,13,14,4951,nonDRNA,NotDNA,NotRNA
25,4,48,45,0,20,14,0,24,24,43,70,6,8,10,4,4,32,18,0,24,6,14,4952,nonDRNA,NotDNA,NotRNA
25,9,10,12,0,12,13,0,19,12,9,30,8,9,11,7,4,12,6,0,16,13,14,4953,nonDRNA,NotDNA,NotRNA
25,8,10,12,0,12,14,0,19,12,9,29,8,9,11,7,4,12,7,0,16,13,14,4954,nonDRNA,NotDNA,NotRNA
32,14,14,15,0,18,27,0,17,16,26,14,5,20,6,3,2,14,10,0,14,3,3,4955,nonDRNA,NotDNA,NotRNA
169,150,26,53,0,93,147,0,43,84,36,80,8,49,32,16,7,63,67,0,45,22,104,4956,nonDRNA,NotDNA,NotRNA
64,35,43,59,0,43,52,0,33,39,42,71,16,36,39,21,12,38,41,0,35,17,52,4957,nonDRNA,NotDNA,NotRNA
211,46,161,143,0,122,171,0,126,45,93,163,11,25,12,13,17,60,40,0,71,29,71,4958,nonDRNA,NotDNA,NotRNA
43,22,22,38,0,23,30,0,36,21,42,63,3,22,14,9,5,20,11,0,37,5,11,4959,nonDRNA,NotDNA,NotRNA
85,9,36,49,0,29,41,0,64,16,44,72,15,26,22,11,2,22,17,0,50,23,17,4960,nonDRNA,NotDNA,NotRNA
29,20,11,21,0,15,11,0,14,11,19,38,5,8,5,8,1,29,11,0,18,4,17,4961,nonDRNA,NotDNA,NotRNA
9,9,8,9,0,5,15,0,4,7,10,3,3,6,4,1,1,5,4,0,3,7,2,4962,nonDRNA,NotDNA,NotRNA
44,25,22,41,0,22,33,0,34,24,39,67,3,21,15,8,5,17,10,0,31,5,11,4963,nonDRNA,NotDNA,NotRNA
23,16,8,26,0,14,15,0,7,19,18,42,4,7,3,4,2,16,10,0,10,4,12,4964,nonDRNA,NotDNA,NotRNA
22,10,6,22,0,21,14,0,13,22,12,30,1,12,5,7,1,17,15,0,12,2,8,4965,nonDRNA,NotDNA,NotRNA
33,19,35,37,0,24,19,0,21,19,37,52,10,13,21,6,8,26,24,0,26,4,20,4966,nonDRNA,NotDNA,NotRNA
50,54,20,36,0,26,69,0,22,44,51,53,0,15,15,23,2,24,22,0,33,5,9,4967,nonDRNA,NotDNA,NotRNA
15,10,6,9,0,10,9,0,6,14,10,8,1,2,8,6,2,7,7,0,11,3,2,4968,nonDRNA,NotDNA,NotRNA
22,25,11,29,0,9,25,0,9,28,20,20,0,9,8,8,3,17,15,0,15,15,10,4969,nonDRNA,NotDNA,NotRNA
18,20,11,12,0,10,16,0,8,21,24,16,2,10,3,3,3,5,9,0,10,6,9,4970,nonDRNA,NotDNA,NotRNA
43,16,20,37,0,13,22,0,22,20,26,42,7,12,19,11,5,24,10,0,26,18,10,4971,nonDRNA,NotDNA,NotRNA
61,57,13,35,0,26,45,0,9,27,36,50,3,19,14,9,10,20,24,0,23,12,3,4972,nonDRNA,NotDNA,NotRNA
31,20,13,34,0,22,26,0,13,31,25,31,6,14,11,11,7,16,13,0,24,9,16,4973,nonDRNA,NotDNA,NotRNA
18,9,8,12,0,12,10,0,8,11,6,10,0,5,4,5,6,17,8,0,13,6,4,4974,nonDRNA,NotDNA,NotRNA
30,1,19,14,0,10,20,0,19,10,10,34,3,6,5,4,2,8,4,0,5,6,9,4975,nonDRNA,NotDNA,NotRNA
22,12,9,12,0,5,12,0,5,8,10,13,3,3,6,4,5,15,5,0,7,3,4,4976,nonDRNA,NotDNA,NotRNA
20,34,9,21,0,22,18,0,3,22,16,31,8,3,12,12,1,19,11,0,18,4,9,4977,nonDRNA,NotDNA,NotRNA
33,22,15,15,0,16,11,0,9,17,19,32,1,4,8,8,1,14,14,0,13,5,10,4978,nonDRNA,NotDNA,NotRNA
47,20,33,23,0,21,22,0,35,16,33,39,15,24,15,5,5,17,9,0,29,12,27,4979,nonDRNA,NotDNA,NotRNA
41,36,21,35,0,21,32,0,16,42,30,25,2,13,8,8,8,23,19,0,24,9,9,4980,nonDRNA,NotDNA,NotRNA
30,15,12,16,0,10,19,0,9,8,13,23,0,14,8,9,2,8,6,0,8,2,8,4981,nonDRNA,NotDNA,NotRNA
44,22,17,46,0,20,32,0,20,29,31,50,6,17,16,6,4,23,17,0,28,14,15,4982,nonDRNA,NotDNA,NotRNA
45,28,18,39,0,29,31,0,13,32,35,64,10,34,14,15,1,35,35,0,26,20,26,4983,nonDRNA,NotDNA,NotRNA
21,9,8,7,0,10,14,0,10,6,19,11,1,4,4,4,0,3,6,0,9,0,6,4984,nonDRNA,NotDNA,NotRNA
29,7,14,27,0,13,19,0,19,9,24,31,0,8,5,6,5,24,6,0,9,7,11,4985,nonDRNA,NotDNA,NotRNA
38,20,4,10,0,20,25,0,9,18,8,12,3,13,14,10,2,12,23,0,14,4,8,4986,nonDRNA,NotDNA,NotRNA
27,25,11,17,0,20,23,0,11,35,15,18,4,19,17,4,1,10,18,0,19,13,24,4987,nonDRNA,NotDNA,NotRNA
12,11,5,14,0,4,12,0,10,7,9,14,6,2,5,4,3,10,7,0,7,5,8,4988,nonDRNA,NotDNA,NotRNA
84,15,20,30,0,38,40,0,47,22,42,54,7,13,8,19,11,34,21,0,28,16,49,4989,nonDRNA,NotDNA,NotRNA
21,9,3,12,0,13,15,0,4,8,12,10,1,10,6,6,3,8,7,0,10,1,6,4990,nonDRNA,NotDNA,NotRNA
23,20,5,20,0,15,13,0,10,23,17,13,1,7,10,8,2,7,8,0,14,3,3,4991,nonDRNA,NotDNA,NotRNA
30,28,8,19,0,32,28,0,18,29,20,17,5,14,11,9,3,11,17,0,18,6,2,4992,nonDRNA,NotDNA,NotRNA
17,6,11,8,0,7,9,0,8,13,8,15,0,6,4,5,1,4,3,0,8,3,4,4993,nonDRNA,NotDNA,NotRNA
47,50,32,63,0,59,24,0,14,33,46,64,19,22,49,14,7,51,40,0,58,12,21,4994,nonDRNA,NotDNA,NotRNA
34,35,19,42,0,20,45,0,12,31,44,51,7,18,19,12,3,30,27,0,20,10,15,4995,nonDRNA,NotDNA,NotRNA
32,35,33,32,0,21,35,0,28,27,39,48,12,29,23,21,1,31,30,0,26,4,14,4996,nonDRNA,NotDNA,NotRNA
25,6,15,23,0,22,18,0,11,11,31,32,3,4,9,3,1,14,9,0,13,11,5,4997,nonDRNA,NotDNA,NotRNA
26,6,15,24,0,22,17,0,11,11,30,32,3,4,9,3,1,15,9,0,13,10,5,4998,nonDRNA,NotDNA,NotRNA
14,4,5,6,0,14,3,0,5,1,12,10,2,6,8,1,2,3,2,0,4,3,8,4999,nonDRNA,NotDNA,NotRNA
16,5,5,9,0,16,3,0,5,2,14,12,2,8,8,1,2,5,2,0,4,3,8,5000,nonDRNA,NotDNA,NotRNA
41,38,26,26,0,37,22,0,17,30,31,31,10,21,16,12,10,24,14,0,27,9,13,5001,nonDRNA,NotDNA,NotRNA
57,15,17,43,0,31,11,0,16,31,35,62,11,36,19,20,4,19,6,0,11,4,11,5002,nonDRNA,NotDNA,NotRNA
54,26,25,43,0,24,48,0,45,22,36,49,13,38,26,10,5,28,16,0,37,16,24,5003,nonDRNA,NotDNA,NotRNA
49,25,31,23,0,27,36,0,31,29,35,41,3,27,12,18,10,20,13,0,21,14,16,5004,nonDRNA,NotDNA,NotRNA
28,23,39,73,0,22,25,0,14,4,21,36,2,10,5,8,6,14,10,0,13,2,20,5005,nonDRNA,NotDNA,NotRNA
39,24,6,11,0,9,23,0,10,20,15,21,0,9,2,3,5,8,18,0,11,11,12,5006,nonDRNA,NotDNA,NotRNA
77,59,49,92,0,72,38,0,60,30,56,75,16,27,31,10,42,56,26,0,45,32,37,5007,nonDRNA,NotDNA,NotRNA
134,59,51,73,0,156,39,0,36,80,88,59,16,89,72,13,56,87,115,0,67,27,39,5008,nonDRNA,NotDNA,NotRNA
53,20,23,49,0,33,26,0,34,13,28,57,6,13,14,5,7,21,10,0,26,15,9,5009,nonDRNA,NotDNA,NotRNA
23,12,17,39,0,7,12,0,7,9,14,12,2,10,14,5,2,15,11,0,15,8,10,5010,nonDRNA,NotDNA,NotRNA
63,32,28,35,0,28,28,0,26,28,26,35,6,25,21,13,7,29,17,0,24,12,20,5011,nonDRNA,NotDNA,NotRNA
50,16,42,41,0,37,35,0,34,17,51,44,15,13,15,6,9,30,17,0,29,18,26,5012,nonDRNA,NotDNA,NotRNA
30,14,17,21,0,15,10,0,15,12,13,17,3,12,5,5,8,15,9,0,8,9,9,5013,nonDRNA,NotDNA,NotRNA
26,20,43,77,0,17,26,0,18,9,15,35,2,9,4,8,7,18,15,0,9,0,20,5014,nonDRNA,NotDNA,NotRNA
80,47,23,41,0,44,29,0,40,56,48,49,8,37,16,15,4,46,34,0,35,11,27,5015,nonDRNA,NotDNA,NotRNA
34,7,16,25,0,14,12,0,25,7,16,22,4,9,9,4,3,12,2,0,16,9,20,5016,nonDRNA,NotDNA,NotRNA
21,10,12,18,0,31,9,0,9,10,20,19,5,16,8,2,0,20,17,0,15,3,15,5017,nonDRNA,NotDNA,NotRNA
25,4,11,13,0,27,11,0,18,12,17,18,5,16,6,2,0,23,20,0,15,5,13,5018,nonDRNA,NotDNA,NotRNA
39,31,17,37,0,32,38,0,24,33,23,29,4,27,12,9,4,27,40,0,29,8,21,5019,nonDRNA,NotDNA,NotRNA
47,36,35,45,0,41,30,0,26,27,41,57,10,28,17,8,8,27,16,0,29,13,22,5020,nonDRNA,NotDNA,NotRNA
70,21,58,81,0,52,46,0,55,27,62,85,23,32,32,19,13,47,49,0,50,25,28,5021,nonDRNA,NotDNA,NotRNA
12,13,5,9,0,12,13,0,9,14,16,10,2,9,8,4,4,4,7,0,10,5,1,5022,nonDRNA,NotDNA,NotRNA
37,22,27,33,0,33,29,0,33,30,36,45,4,7,15,14,7,23,10,0,22,12,18,5023,nonDRNA,NotDNA,NotRNA
66,60,48,36,0,26,57,0,28,39,40,34,13,36,29,11,3,22,23,0,45,11,10,5024,nonDRNA,NotDNA,NotRNA
50,55,29,55,0,37,44,0,39,37,36,51,12,20,23,27,3,41,25,0,33,14,38,5025,nonDRNA,NotDNA,NotRNA
55,55,26,47,0,39,34,0,12,37,38,53,4,26,25,13,0,34,39,0,36,15,15,5026,nonDRNA,NotDNA,NotRNA
25,25,7,19,0,18,26,0,7,22,11,7,2,13,15,4,3,16,22,0,18,8,14,5027,nonDRNA,NotDNA,NotRNA
34,19,18,20,0,31,12,0,12,23,19,24,6,14,10,3,5,15,15,0,20,9,17,5028,nonDRNA,NotDNA,NotRNA
27,43,26,26,0,18,51,0,9,19,17,21,11,18,14,5,3,14,16,0,56,7,15,5029,nonDRNA,NotDNA,NotRNA
17,11,28,44,0,18,7,0,8,8,17,19,1,8,12,5,4,13,10,0,17,5,6,5030,nonDRNA,NotDNA,NotRNA
42,22,27,29,0,21,26,0,43,17,34,35,11,22,24,18,9,25,19,0,31,17,15,5031,nonDRNA,NotDNA,NotRNA
42,31,33,39,0,36,33,0,34,22,28,48,14,35,31,15,0,37,25,0,49,13,19,5032,nonDRNA,NotDNA,NotRNA
18,4,31,37,0,13,12,0,17,9,16,28,15,15,8,10,2,15,15,0,19,5,5,5033,nonDRNA,NotDNA,NotRNA
23,27,9,10,0,18,18,0,14,28,14,4,1,9,14,5,3,5,16,0,11,6,6,5034,nonDRNA,NotDNA,NotRNA
14,6,3,7,0,8,16,0,9,9,9,3,1,9,8,2,3,3,8,0,9,7,4,5035,nonDRNA,NotDNA,NotRNA
21,7,11,9,0,8,7,0,9,9,6,16,2,6,7,3,2,8,7,0,10,6,8,5036,nonDRNA,NotDNA,NotRNA
16,3,12,10,0,7,9,0,13,9,9,15,2,6,7,5,1,8,7,0,9,5,4,5037,nonDRNA,NotDNA,NotRNA
26,17,5,23,0,17,21,0,11,18,21,23,0,9,9,5,0,10,15,0,12,5,9,5038,nonDRNA,NotDNA,NotRNA
28,8,26,23,0,11,9,0,14,11,27,21,9,4,11,5,8,11,7,0,15,12,15,5039,nonDRNA,NotDNA,NotRNA
18,18,2,2,0,11,16,0,12,13,3,6,0,9,8,9,0,13,19,0,17,7,8,5040,nonDRNA,NotDNA,NotRNA
51,34,31,63,0,31,61,0,44,52,70,73,2,19,13,21,1,41,20,0,42,11,31,5041,nonDRNA,NotDNA,NotRNA
56,67,48,70,0,45,56,0,36,56,56,49,5,33,43,14,3,83,63,0,57,12,41,5042,nonDRNA,NotDNA,NotRNA
78,64,48,80,0,41,81,0,60,58,73,104,15,47,31,32,8,40,40,0,52,20,32,5043,nonDRNA,NotDNA,NotRNA
27,21,12,16,0,17,20,0,10,23,13,18,6,21,13,5,4,18,21,0,25,12,16,5044,nonDRNA,NotDNA,NotRNA
111,75,39,60,0,55,99,0,36,97,59,49,13,46,49,23,6,70,61,0,57,36,57,5045,nonDRNA,NotDNA,NotRNA
17,8,7,12,0,9,10,0,11,12,9,13,2,5,7,3,0,6,8,0,10,1,5,5046,nonDRNA,NotDNA,NotRNA
23,6,11,17,0,10,21,0,20,9,19,25,7,9,4,4,5,7,5,0,11,4,10,5047,nonDRNA,NotDNA,NotRNA
25,32,18,36,0,12,34,0,14,37,24,30,5,18,20,8,1,29,16,0,10,5,8,5048,nonDRNA,NotDNA,NotRNA
14,13,7,6,0,17,8,0,6,13,8,4,1,13,9,4,7,8,9,0,6,2,5,5049,nonDRNA,NotDNA,NotRNA
26,12,25,26,0,15,19,0,19,7,10,19,1,4,3,5,21,6,6,0,13,11,10,5050,nonDRNA,NotDNA,NotRNA
68,23,46,42,0,58,37,0,32,19,27,33,11,17,16,7,16,29,19,0,18,7,26,5051,nonDRNA,NotDNA,NotRNA
47,32,34,44,0,41,30,0,30,27,38,58,10,28,17,10,8,27,17,0,28,13,23,5052,nonDRNA,NotDNA,NotRNA
35,40,21,33,0,22,25,0,9,31,26,44,3,17,11,16,5,23,18,0,22,5,12,5053,nonDRNA,NotDNA,NotRNA
18,7,13,12,0,27,8,0,8,4,10,10,7,5,7,5,7,6,7,0,6,3,5,5054,nonDRNA,NotDNA,NotRNA
38,27,25,44,0,37,31,0,17,23,31,23,8,26,15,7,15,26,21,0,27,10,18,5055,nonDRNA,NotDNA,NotRNA
40,24,15,27,0,22,24,0,24,20,34,35,6,10,10,10,4,16,12,0,22,4,11,5056,nonDRNA,NotDNA,NotRNA
20,4,8,11,0,11,11,0,9,4,17,29,0,6,2,3,0,10,5,0,6,2,10,5057,nonDRNA,NotDNA,NotRNA
38,28,23,45,0,37,25,0,20,27,21,31,8,15,20,14,18,37,18,0,23,11,7,5058,nonDRNA,NotDNA,NotRNA
38,28,22,41,0,38,25,0,21,26,22,30,9,13,20,14,18,40,15,0,25,13,8,5059,nonDRNA,NotDNA,NotRNA
30,18,65,34,0,25,16,0,27,18,28,30,12,11,11,7,12,24,14,0,9,5,19,5060,nonDRNA,NotDNA,NotRNA
21,13,23,31,0,24,10,0,21,19,26,26,12,9,9,6,12,21,13,0,10,7,16,5061,nonDRNA,NotDNA,NotRNA
31,22,12,23,0,31,22,0,11,30,11,14,2,16,12,7,4,30,15,0,16,10,9,5062,nonDRNA,NotDNA,NotRNA
24,20,11,12,0,7,14,0,9,11,6,16,3,14,15,6,5,14,4,0,15,4,9,5063,nonDRNA,NotDNA,NotRNA
34,10,24,26,0,12,5,0,12,11,28,36,3,11,10,3,4,23,11,0,19,7,7,5064,nonDRNA,NotDNA,NotRNA
35,6,15,20,0,16,13,0,9,14,23,30,5,18,15,11,0,19,11,0,4,1,8,5065,nonDRNA,NotDNA,NotRNA
19,3,11,12,0,11,12,0,20,13,9,28,9,7,7,4,3,7,9,0,13,2,8,5066,nonDRNA,NotDNA,NotRNA
6,6,9,8,0,3,8,0,5,8,8,10,2,7,5,4,0,6,5,0,6,6,7,5067,nonDRNA,NotDNA,NotRNA
12,8,3,10,0,12,8,0,7,4,10,33,2,3,4,4,3,6,5,0,6,1,7,5068,nonDRNA,NotDNA,NotRNA
80,49,30,72,0,58,89,0,39,75,86,70,12,59,28,18,16,68,30,0,48,20,23,5069,nonDRNA,NotDNA,NotRNA
8,3,6,20,0,11,2,0,3,3,18,23,1,4,1,1,4,18,4,0,6,2,6,5070,nonDRNA,NotDNA,NotRNA
22,17,10,15,0,13,11,0,4,12,17,21,6,5,8,2,3,9,14,0,9,10,13,5071,nonDRNA,NotDNA,NotRNA
70,82,82,42,0,89,70,0,40,23,35,66,4,13,19,17,5,34,21,0,36,20,33,5072,nonDRNA,NotDNA,NotRNA
40,25,80,64,0,125,56,0,18,62,80,53,22,29,45,9,11,258,56,0,41,15,30,5073,nonDRNA,NotDNA,NotRNA
38,13,20,31,0,24,26,0,27,7,18,41,7,12,13,11,8,21,13,0,11,11,15,5074,nonDRNA,NotDNA,NotRNA
18,5,8,25,0,13,13,0,12,12,19,25,1,7,10,7,2,14,5,0,12,5,6,5075,nonDRNA,NotDNA,NotRNA
68,41,38,47,0,40,49,0,33,34,57,28,12,36,23,18,13,33,21,0,42,13,19,5076,nonDRNA,NotDNA,NotRNA
