,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,TYPE
4001,35,0,4,52,52,39,35,15,46,0,57,63,11,33,0,32,24,42,43,44,0,56,9,0,29,0,nonDRNA
4002,26,0,8,28,24,17,26,11,22,0,20,28,9,19,0,12,13,13,17,21,0,19,6,0,16,0,nonDRNA
4003,40,0,0,43,25,24,35,5,25,0,21,49,1,42,0,18,18,14,55,33,0,28,6,0,37,0,nonDRNA
4004,22,0,1,10,12,6,19,1,12,0,11,17,4,8,0,2,4,12,5,11,0,15,2,0,2,0,nonDRNA
4005,28,0,7,17,9,10,34,8,12,0,11,19,4,14,0,20,15,11,54,36,0,25,13,0,16,0,nonDRNA
4006,20,0,5,18,18,8,16,1,22,0,34,34,2,12,0,14,4,3,14,12,0,16,0,0,12,0,nonDRNA
4007,23,0,0,6,5,4,11,1,6,0,11,13,6,6,0,7,6,1,20,18,0,21,1,0,4,0,nonDRNA
4008,28,0,1,40,22,11,23,9,41,0,58,37,8,35,0,20,22,14,39,30,0,26,2,0,25,0,nonDRNA
4009,22,0,1,9,5,16,11,4,11,0,11,9,5,5,0,5,4,3,10,8,0,9,1,0,2,0,nonDRNA
4010,32,0,2,18,35,8,35,2,29,0,33,40,11,17,0,11,7,11,13,26,0,32,1,0,1,0,nonDRNA
4011,25,0,6,9,16,18,18,9,21,0,27,36,5,11,0,11,6,7,18,23,0,27,2,0,5,0,nonDRNA
4012,24,0,3,28,21,38,35,14,25,0,33,40,12,28,0,27,14,21,29,24,0,23,8,0,23,0,nonDRNA
4013,49,0,14,73,76,55,79,40,48,0,69,82,28,50,0,46,32,37,71,69,0,69,17,0,55,0,nonDRNA
4014,31,0,4,25,28,18,31,13,28,0,17,35,7,18,0,21,15,20,30,22,0,33,9,0,24,0,nonDRNA
4015,14,0,0,16,4,26,35,4,9,0,19,23,3,16,0,12,11,7,12,10,0,10,10,0,14,0,nonDRNA
4016,22,0,2,7,2,9,27,2,9,0,6,13,4,21,0,7,14,3,27,19,0,15,9,0,16,0,nonDRNA
4017,56,0,0,26,18,10,34,5,24,0,28,45,4,14,0,37,35,9,43,29,0,40,1,0,4,0,nonDRNA
4018,45,0,3,47,64,25,50,6,42,0,61,50,11,28,0,28,24,28,27,49,0,52,2,0,12,0,nonDRNA
4019,85,0,14,95,80,44,101,21,62,0,77,77,21,64,0,79,40,41,60,85,0,84,27,0,73,0,nonDRNA
4020,31,0,8,7,1,6,8,0,10,0,6,4,1,7,0,14,3,3,9,11,0,10,3,0,5,0,nonDRNA
4021,16,0,0,9,3,6,24,5,13,0,14,21,6,17,0,5,7,7,16,12,0,20,2,0,9,0,nonDRNA
4022,31,0,3,33,22,23,28,11,39,0,41,37,7,30,0,10,8,10,46,42,0,35,1,0,14,0,nonDRNA
4023,13,0,1,17,19,13,9,9,23,0,34,35,6,18,0,4,12,3,24,10,0,20,3,0,10,0,nonDRNA
4024,8,0,2,13,21,2,10,7,14,0,13,27,5,5,0,2,7,3,5,2,0,2,2,0,6,0,nonDRNA
4025,13,0,1,12,22,5,11,4,9,0,11,23,2,6,0,4,6,9,5,3,0,6,2,0,7,0,nonDRNA
4026,13,0,6,8,8,10,12,2,8,0,5,19,2,9,0,9,9,8,8,5,0,9,2,0,7,0,nonDRNA
4027,27,0,5,21,17,11,45,11,26,0,22,28,18,13,0,13,6,14,16,12,0,35,4,0,7,0,nonDRNA
4028,35,0,4,20,21,14,43,10,26,0,24,23,15,10,0,21,3,14,9,13,0,37,4,0,6,0,nonDRNA
4029,20,0,2,13,24,15,30,3,19,0,15,32,5,7,0,14,14,16,16,15,0,16,4,0,13,0,nonDRNA
4030,18,0,1,14,26,11,27,4,22,0,18,36,6,9,0,12,11,12,20,13,0,20,1,0,15,0,nonDRNA
4031,22,0,1,20,25,18,25,9,43,0,35,24,7,19,0,12,3,10,29,15,0,25,1,0,10,0,nonDRNA
4032,16,0,1,19,24,13,29,3,23,0,12,29,7,7,0,13,6,24,17,9,0,21,2,0,17,0,nonDRNA
4033,24,0,0,23,16,11,25,10,16,0,21,15,5,47,0,29,17,3,18,25,0,22,2,0,7,0,nonDRNA
4034,78,0,0,75,66,44,95,37,56,0,30,62,20,59,0,47,38,42,55,70,0,58,29,0,59,0,nonDRNA
4035,36,0,2,20,17,12,18,5,18,0,24,27,12,11,0,17,15,13,23,16,0,25,3,0,10,0,nonDRNA
4036,3,0,10,2,4,2,11,1,6,0,9,7,3,2,0,3,0,3,5,1,0,4,3,0,5,0,nonDRNA
4037,12,0,3,14,14,6,9,2,18,0,23,15,4,8,0,3,4,8,12,2,0,10,3,0,9,0,nonDRNA
4038,12,0,0,12,17,9,12,6,13,0,9,22,3,8,0,6,7,7,14,12,0,11,1,0,9,0,nonDRNA
4039,23,0,4,15,21,16,20,2,23,0,26,28,4,20,0,11,9,14,20,22,0,22,3,0,13,0,nonDRNA
4040,103,0,16,92,49,47,94,14,56,0,91,51,29,90,0,60,27,24,51,87,0,79,31,0,57,0,nonDRNA
4041,31,0,10,29,26,19,33,15,21,0,13,45,12,22,0,18,23,29,37,10,0,24,10,0,20,0,nonDRNA
4042,9,0,4,11,8,7,10,5,13,0,16,15,3,13,0,5,8,8,6,6,0,13,0,0,9,0,nonDRNA
4043,24,0,6,33,18,13,32,6,28,0,24,31,13,17,0,14,9,10,18,12,0,22,5,0,8,0,nonDRNA
4044,41,0,1,24,86,28,48,17,33,0,65,57,9,15,0,33,13,47,31,30,0,49,18,0,30,0,nonDRNA
4045,39,0,2,18,9,10,25,9,7,0,5,23,6,4,0,24,9,12,12,17,0,20,5,0,9,0,nonDRNA
4046,36,0,7,9,7,7,31,2,10,0,9,15,4,11,0,12,12,11,18,20,0,25,4,0,9,0,nonDRNA
4047,28,0,0,26,29,24,23,13,18,0,45,52,9,21,0,13,21,13,33,20,0,37,5,0,14,0,nonDRNA
4048,23,0,5,20,23,9,25,10,20,0,19,22,6,14,0,9,6,13,15,10,0,22,6,0,16,0,nonDRNA
4049,26,0,10,23,26,22,24,15,27,0,25,25,10,14,0,25,18,17,30,29,0,27,5,0,27,0,nonDRNA
4050,55,0,3,39,26,10,51,13,14,0,10,37,6,12,0,32,9,42,26,26,0,54,15,0,20,0,nonDRNA
4051,14,0,0,24,29,10,17,5,30,0,29,32,9,7,0,13,6,17,18,13,0,18,0,0,15,0,nonDRNA
4052,19,0,2,12,16,18,16,7,9,0,19,23,5,21,0,18,9,5,10,14,0,20,8,0,16,0,nonDRNA
4053,17,0,2,14,29,11,19,9,17,0,16,27,10,14,0,6,14,18,25,22,0,25,1,0,8,0,nonDRNA
4054,39,0,2,7,8,3,14,2,3,0,10,14,5,9,0,3,5,5,5,6,0,8,1,0,5,0,nonDRNA
4055,12,0,2,6,16,5,15,5,19,0,10,20,2,13,0,7,8,4,10,10,0,14,1,0,6,0,nonDRNA
4056,226,0,8,129,86,41,187,21,56,0,146,112,28,101,0,62,46,38,142,260,0,173,29,0,68,0,nonDRNA
4057,47,0,9,40,23,21,38,14,21,0,45,42,4,20,0,28,20,18,36,31,0,29,7,0,29,0,nonDRNA
4058,46,0,3,31,29,15,42,16,39,0,23,36,15,16,0,16,23,24,26,20,0,39,2,0,14,0,nonDRNA
4059,39,0,7,27,21,17,38,18,23,0,21,44,11,6,0,16,19,25,34,10,0,16,8,0,18,0,nonDRNA
4060,13,0,4,19,16,16,12,9,18,0,16,27,4,6,0,4,22,12,10,8,0,11,3,0,7,0,nonDRNA
4061,31,0,2,4,14,5,17,2,6,0,11,8,6,8,0,3,4,4,6,7,0,11,1,0,4,0,nonDRNA
4062,23,0,4,23,21,15,19,7,22,0,27,28,7,25,0,16,14,13,18,16,0,21,8,0,20,0,nonDRNA
4063,73,0,15,39,35,35,46,18,16,0,21,76,13,27,0,37,48,35,36,31,0,35,15,0,17,0,nonDRNA
4064,72,0,15,39,36,34,46,18,16,0,21,77,13,27,0,37,48,35,36,31,0,35,15,0,17,0,nonDRNA
4065,30,0,3,14,24,17,24,9,19,0,13,38,8,17,0,10,22,18,16,19,0,16,3,0,16,0,nonDRNA
4066,21,0,2,26,25,14,28,11,39,0,26,28,11,24,0,11,17,5,15,17,0,27,2,0,17,0,nonDRNA
4067,44,0,8,22,24,9,37,12,22,0,8,37,8,7,0,21,9,23,18,19,0,23,7,0,9,0,nonDRNA
4068,25,0,6,16,27,9,26,11,25,0,26,32,11,16,0,7,12,4,15,13,0,21,2,0,8,0,nonDRNA
4069,36,0,5,16,19,5,27,7,28,0,12,27,8,7,0,11,9,24,15,15,0,21,1,0,7,0,nonDRNA
4070,26,0,1,13,20,13,20,3,20,0,17,18,10,6,0,6,5,2,21,10,0,17,1,0,8,0,nonDRNA
4071,55,0,3,17,27,8,33,5,22,0,27,29,15,6,0,19,10,16,15,30,0,42,1,0,4,0,nonDRNA
4072,7,0,4,4,6,2,3,0,8,0,5,16,2,4,0,5,5,3,9,7,0,5,0,0,1,0,nonDRNA
4073,46,0,4,26,22,8,45,11,20,0,11,33,13,5,0,20,13,26,13,16,0,37,7,0,7,0,nonDRNA
4074,25,0,1,26,26,26,26,9,24,0,35,32,4,20,0,10,11,14,23,24,0,24,2,0,28,0,nonDRNA
4075,78,0,16,46,65,44,80,16,50,0,58,80,19,39,0,42,36,37,43,49,0,74,11,0,19,0,nonDRNA
4076,48,0,2,24,24,11,30,6,19,0,18,37,10,11,0,20,11,19,18,10,0,25,2,0,10,0,nonDRNA
4077,41,0,3,21,24,7,29,6,22,0,12,39,10,9,0,14,13,22,31,19,0,36,3,0,9,0,nonDRNA
4078,15,0,5,16,19,6,17,1,22,0,28,17,7,12,0,3,2,7,8,18,0,22,0,0,10,0,nonDRNA
4079,40,0,4,32,22,15,31,8,17,0,16,38,8,13,0,27,12,31,12,12,0,28,8,0,21,0,nonDRNA
4080,19,0,2,11,34,10,18,5,21,0,13,17,16,8,0,12,5,15,10,14,0,22,4,0,8,0,nonDRNA
4081,33,0,6,21,44,8,36,10,40,0,41,42,13,13,0,17,18,18,24,29,0,31,0,0,12,0,nonDRNA
4082,9,0,0,6,19,16,20,3,16,0,18,13,4,5,0,7,2,7,11,7,0,11,3,0,9,0,nonDRNA
4083,27,0,1,26,29,17,21,7,23,0,35,25,9,14,0,19,13,13,16,13,0,30,1,0,15,0,nonDRNA
4084,18,0,2,20,44,30,34,14,18,0,36,48,13,17,0,15,6,16,32,17,0,28,3,0,19,0,nonDRNA
4085,16,0,4,14,18,12,23,4,20,0,27,30,1,6,0,9,2,11,14,11,0,23,0,0,9,0,nonDRNA
4086,34,0,0,14,15,10,16,9,18,0,7,21,7,9,0,4,13,3,12,9,0,22,1,0,6,0,nonDRNA
4087,35,0,4,24,26,15,25,11,32,0,28,34,5,17,0,9,14,12,17,17,0,29,3,0,8,0,nonDRNA
4088,31,0,4,12,15,8,22,6,18,0,10,21,5,8,0,5,9,9,12,10,0,23,0,0,4,0,nonDRNA
4089,27,0,1,13,11,9,17,4,26,0,17,32,7,5,0,11,14,6,25,17,0,11,0,0,3,0,nonDRNA
4090,4,0,4,14,19,8,11,8,22,0,10,12,3,11,0,3,1,4,5,8,0,13,1,0,5,0,nonDRNA
4091,24,0,3,16,16,15,15,6,21,0,23,29,4,9,0,5,5,7,13,13,0,13,1,0,12,0,nonDRNA
4092,27,0,5,15,14,4,23,7,18,0,10,38,5,7,0,14,20,12,16,17,0,17,3,0,7,0,nonDRNA
4093,15,0,3,11,13,12,28,14,24,0,15,14,5,17,0,9,8,8,17,12,0,26,0,0,8,0,nonDRNA
4094,37,0,5,29,18,22,32,11,17,0,17,46,10,11,0,31,13,22,30,25,0,29,6,0,16,0,nonDRNA
4095,19,0,1,25,18,7,15,8,29,0,22,20,5,13,0,7,6,14,25,13,0,23,0,0,16,0,nonDRNA
4096,29,0,0,21,19,15,29,10,22,0,22,30,11,16,0,13,14,5,11,25,0,21,3,0,17,0,nonDRNA
4097,20,0,3,28,23,18,19,5,46,0,43,37,9,26,0,8,9,8,29,19,0,16,4,0,28,0,nonDRNA
4098,50,0,2,29,34,13,30,11,35,0,17,40,11,18,0,17,21,28,20,23,0,48,0,0,11,0,nonDRNA
4099,43,0,8,31,23,12,30,13,29,0,9,42,10,13,0,16,21,36,18,20,0,24,4,0,10,0,nonDRNA
4100,12,0,8,4,17,2,14,5,13,0,13,14,4,8,0,6,7,6,6,11,0,11,2,0,5,0,nonDRNA
4101,7,0,1,7,10,5,10,5,20,0,10,8,3,8,0,4,2,6,8,8,0,10,2,0,0,0,nonDRNA
4102,55,0,12,44,53,47,59,15,58,0,57,93,31,39,0,37,32,42,71,56,0,59,16,0,32,0,nonDRNA
4103,23,0,7,20,24,22,35,6,17,0,25,44,8,17,0,11,8,16,26,20,0,23,3,0,15,0,nonDRNA
4104,17,0,2,19,27,18,23,3,28,0,27,26,10,15,0,5,8,12,12,18,0,19,0,0,13,0,nonDRNA
4105,31,0,1,21,37,12,25,21,28,0,29,39,10,8,0,9,11,14,23,17,0,29,3,0,10,0,nonDRNA
4106,79,0,0,68,84,37,64,16,59,0,36,65,16,62,0,42,25,29,72,68,0,58,24,0,37,0,nonDRNA
4107,28,0,3,31,34,15,36,4,13,0,29,42,13,25,0,13,14,18,27,40,0,44,8,0,19,0,nonDRNA
4108,51,0,0,24,26,16,30,3,25,0,39,34,9,21,0,21,9,7,15,23,0,20,8,0,15,0,nonDRNA
4109,50,0,0,24,27,16,30,3,25,0,39,34,9,21,0,21,9,7,15,23,0,20,8,0,15,0,nonDRNA
4110,49,0,0,25,22,17,31,2,26,0,40,32,10,21,0,22,12,6,16,21,0,23,8,0,13,0,nonDRNA
4111,71,0,3,52,44,35,59,14,26,0,49,62,16,43,0,39,37,36,38,56,0,45,24,0,34,0,nonDRNA
4112,58,0,3,20,26,11,31,4,14,0,5,35,13,9,0,30,5,26,17,18,0,36,7,0,5,0,nonDRNA
4113,21,0,1,38,32,25,24,3,43,0,47,54,11,43,0,20,10,21,49,23,0,32,8,0,25,0,nonDRNA
4114,51,0,15,67,81,52,77,41,58,0,66,74,25,53,0,50,33,40,61,75,0,63,19,0,64,0,nonDRNA
4115,28,0,3,21,27,10,24,13,27,0,18,26,3,20,0,16,9,18,23,24,0,24,7,0,20,0,nonDRNA
4116,20,0,2,21,21,9,30,3,30,0,20,33,12,14,0,13,4,15,16,22,0,28,2,0,11,0,nonDRNA
4117,20,0,4,18,34,18,18,8,28,0,29,27,7,20,0,14,7,15,16,11,0,24,10,0,19,0,nonDRNA
4118,18,0,4,18,34,18,18,8,29,0,29,27,7,21,0,14,7,15,16,12,0,23,10,0,19,0,nonDRNA
4119,14,0,2,11,19,5,17,4,16,0,21,36,1,18,0,13,5,4,23,16,0,21,7,0,17,0,nonDRNA
4120,14,0,3,19,22,11,11,7,28,0,23,16,8,23,0,1,10,8,12,15,0,16,4,0,12,0,nonDRNA
4121,34,0,5,17,27,17,29,16,11,0,14,46,9,11,0,18,17,23,21,13,0,30,5,0,10,0,nonDRNA
4122,33,0,5,23,39,15,34,8,42,0,39,34,17,26,0,15,4,16,16,18,0,35,2,0,17,0,nonDRNA
4123,22,0,2,23,29,19,28,10,21,0,19,26,5,32,0,16,8,9,32,32,0,20,9,0,21,0,nonDRNA
4124,27,0,3,24,29,13,19,12,25,0,7,22,4,21,0,17,15,18,28,10,0,17,2,0,17,0,nonDRNA
4125,40,0,3,21,29,23,46,13,31,0,23,35,10,38,0,28,12,11,24,25,0,38,3,0,14,0,nonDRNA
4126,38,0,1,21,17,12,27,3,8,0,3,23,4,7,0,10,15,13,22,13,0,16,3,0,10,0,nonDRNA
4127,1,0,3,0,1,0,2,1,6,0,4,1,1,1,0,2,2,8,2,0,0,2,0,0,0,0,nonDRNA
4128,39,0,6,25,30,11,34,23,21,0,10,34,9,8,0,22,8,28,12,28,0,29,9,0,17,0,nonDRNA
4129,37,0,1,31,15,19,52,8,8,0,13,46,7,20,0,12,15,33,31,16,0,27,9,0,17,0,nonDRNA
4130,41,0,1,43,53,17,46,11,59,0,46,47,19,11,0,24,20,34,27,30,0,49,4,0,12,0,nonDRNA
4131,37,0,17,31,37,18,36,9,29,0,35,40,15,23,0,33,19,30,23,23,0,26,9,0,22,0,nonDRNA
4132,22,0,0,3,9,1,14,0,7,0,10,16,3,5,0,3,2,4,11,11,0,19,1,0,1,0,nonDRNA
4133,7,0,0,5,5,0,4,0,5,0,9,6,4,1,0,1,0,1,2,6,0,10,0,0,1,0,nonDRNA
4134,38,0,12,12,20,14,29,8,17,0,15,22,9,16,0,24,7,12,12,17,0,20,3,0,10,0,nonDRNA
4135,26,0,1,27,47,17,24,14,32,0,31,40,12,21,0,23,12,36,20,17,0,34,12,0,23,0,nonDRNA
4136,22,0,2,12,12,4,17,1,9,0,17,9,5,6,0,7,4,1,4,10,0,7,2,0,4,0,nonDRNA
4137,24,0,2,8,8,6,14,1,6,0,18,9,2,2,0,5,0,1,5,10,0,10,1,0,5,0,nonDRNA
4138,10,0,0,9,11,9,7,3,12,0,16,18,2,5,0,6,10,4,12,5,0,15,1,0,8,0,nonDRNA
4139,83,0,10,48,43,42,62,18,25,0,60,57,24,40,0,50,23,50,32,46,0,67,19,0,32,0,nonDRNA
4140,20,0,4,23,32,24,12,9,33,0,40,45,7,15,0,12,12,5,40,20,0,14,0,0,7,0,nonDRNA
4141,52,0,2,14,32,10,29,7,23,0,22,50,10,16,0,15,28,20,33,17,0,28,3,0,13,0,nonDRNA
4142,38,0,5,26,24,11,38,15,23,0,15,34,12,10,0,20,13,24,7,26,0,28,10,0,23,0,nonDRNA
4143,28,0,3,23,26,10,26,12,39,0,25,26,16,16,0,15,12,13,21,19,0,26,3,0,10,0,nonDRNA
4144,42,0,5,24,25,12,38,10,26,0,8,28,11,9,0,21,13,30,13,18,0,29,9,0,7,0,nonDRNA
4145,51,0,1,26,21,9,35,14,26,0,14,36,10,16,0,18,12,24,17,15,0,24,9,0,9,0,nonDRNA
4146,35,0,3,19,37,19,38,12,36,0,29,30,2,11,0,17,12,15,17,15,0,27,5,0,14,0,nonDRNA
4147,51,0,5,18,25,12,39,9,33,0,16,26,11,10,0,20,8,22,18,19,0,22,4,0,14,0,nonDRNA
4148,10,0,2,18,26,13,21,2,17,0,19,31,6,12,0,8,7,13,17,9,0,18,4,0,6,0,nonDRNA
4149,22,0,2,2,9,3,22,2,9,0,7,13,6,10,0,7,4,2,11,13,0,13,1,0,4,0,nonDRNA
4150,53,0,7,29,16,4,38,10,25,0,9,41,10,3,0,21,10,30,19,25,0,16,5,0,5,0,nonDRNA
4151,27,0,3,20,18,6,30,5,21,0,17,27,12,9,0,11,9,14,18,18,0,38,1,0,6,0,nonDRNA
4152,25,0,6,15,20,4,19,12,24,0,7,34,7,16,0,14,15,18,12,21,0,21,7,0,6,0,nonDRNA
4153,38,0,2,26,23,13,33,10,20,0,8,33,14,6,0,18,9,30,18,27,0,30,2,0,7,0,nonDRNA
4154,36,0,5,26,21,16,30,17,28,0,21,32,8,13,0,21,14,21,15,22,0,28,9,0,19,0,nonDRNA
4155,41,0,7,33,29,14,38,7,29,0,28,27,17,18,0,13,12,23,6,22,0,35,2,0,12,0,nonDRNA
4156,34,0,7,16,20,12,20,8,24,0,11,20,6,23,0,9,16,18,22,11,0,18,4,0,21,0,nonDRNA
4157,45,0,0,19,41,14,36,9,20,0,21,34,9,6,0,19,11,30,14,13,0,33,5,0,21,0,nonDRNA
4158,33,0,2,41,47,61,31,19,33,0,51,53,12,45,0,38,27,24,26,40,0,50,6,0,65,0,nonDRNA
4159,18,0,7,13,33,14,29,2,38,0,36,12,9,14,0,7,6,13,5,14,0,22,0,0,7,0,nonDRNA
4160,6,0,3,9,19,5,14,0,15,0,10,8,5,8,0,3,2,2,8,5,0,10,3,0,3,0,nonDRNA
4161,11,0,6,5,9,7,8,4,8,0,10,14,4,9,0,6,3,11,14,6,0,19,0,0,6,0,nonDRNA
4162,13,0,1,12,13,8,8,4,13,0,12,17,3,10,0,6,15,12,8,10,0,12,2,0,9,0,nonDRNA
4163,21,0,0,22,28,17,20,8,23,0,27,31,3,21,0,13,7,14,12,14,0,18,1,0,10,0,nonDRNA
4164,13,0,1,22,9,5,6,14,2,0,31,10,7,3,0,2,3,4,6,5,0,7,0,0,2,0,nonDRNA
4165,31,0,4,19,12,9,16,11,14,0,8,29,13,7,0,11,14,16,14,10,0,18,2,0,6,0,nonDRNA
4166,9,0,0,4,6,6,5,5,9,0,9,6,6,5,0,4,9,1,7,9,0,9,1,0,0,0,nonDRNA
4167,31,0,7,42,36,14,30,14,42,0,36,34,16,29,0,20,10,26,29,16,0,36,11,0,24,0,nonDRNA
4168,34,0,18,40,41,28,22,16,38,0,42,63,11,24,0,32,27,28,37,42,0,43,6,0,26,0,nonDRNA
4169,5,0,0,4,19,8,11,1,8,0,25,11,2,2,0,7,0,3,4,5,0,8,4,0,7,0,nonDRNA
4170,6,0,0,13,11,11,16,3,14,0,23,11,2,16,0,9,4,5,7,8,0,21,2,0,9,0,nonDRNA
4171,34,0,3,3,11,17,23,3,17,0,7,36,5,11,0,13,8,10,17,15,0,22,4,0,6,0,nonDRNA
4172,38,0,11,28,40,29,30,24,43,0,42,59,14,26,0,31,24,18,34,32,0,30,7,0,21,0,nonDRNA
4173,22,0,1,29,16,12,22,5,22,0,41,24,5,13,0,10,9,3,26,17,0,27,1,0,12,0,nonDRNA
4174,79,0,13,45,43,33,65,15,40,0,49,84,13,33,0,94,112,32,80,62,0,51,3,0,15,0,nonDRNA
4175,41,0,0,32,19,19,40,6,23,0,31,38,10,30,0,19,20,19,51,39,0,44,3,0,15,0,nonDRNA
4176,21,0,1,9,4,10,14,0,10,0,8,13,5,18,0,4,14,10,15,19,0,17,1,0,3,0,nonDRNA
4177,17,0,1,7,22,11,20,4,21,0,28,25,10,18,0,9,11,7,19,16,0,16,6,0,7,0,nonDRNA
4178,17,0,1,7,22,11,20,4,21,0,28,25,10,18,0,8,11,7,20,16,0,16,6,0,7,0,nonDRNA
4179,15,0,2,5,2,2,10,1,4,0,15,8,3,2,0,4,5,1,3,2,0,9,2,0,3,0,nonDRNA
4180,70,0,15,62,76,51,77,43,40,0,66,80,22,52,0,85,116,50,108,59,0,61,5,0,23,0,nonDRNA
4181,26,0,4,18,23,16,15,6,22,0,17,24,12,18,0,15,11,19,15,17,0,23,5,0,12,0,nonDRNA
4182,45,0,11,29,34,23,43,13,37,0,31,60,15,21,0,25,25,27,25,31,0,36,3,0,23,0,nonDRNA
4183,17,0,1,8,6,8,21,1,7,0,8,7,4,8,0,4,7,6,15,14,0,11,2,0,16,0,nonDRNA
4184,27,0,1,15,17,11,14,4,23,0,16,16,8,11,0,5,7,5,11,11,0,19,0,0,8,0,nonDRNA
4185,48,0,0,24,22,13,27,2,27,0,22,37,11,10,0,24,18,22,23,34,0,28,7,0,8,0,nonDRNA
4186,12,0,1,12,6,6,18,4,10,0,5,16,5,4,0,9,7,7,8,7,0,11,1,0,2,0,nonDRNA
4187,9,0,0,7,10,4,10,0,13,0,10,5,2,2,0,2,5,8,3,7,0,13,0,0,2,0,nonDRNA
4188,6,0,0,7,11,5,13,0,10,0,9,6,4,1,0,4,4,8,3,6,0,14,0,0,1,0,nonDRNA
4189,31,0,3,18,8,12,29,1,22,0,26,20,14,23,0,13,13,6,28,22,0,17,6,0,17,0,nonDRNA
4190,32,0,0,18,25,19,17,4,31,0,37,23,8,25,0,10,8,11,24,16,0,14,2,0,10,0,nonDRNA
4191,21,0,4,31,35,30,23,13,47,0,61,28,15,44,0,9,11,15,28,20,0,33,1,0,24,0,nonDRNA
4192,7,0,4,18,16,15,10,7,27,0,24,14,6,21,0,9,6,5,16,8,0,17,1,0,10,0,nonDRNA
4193,13,0,2,8,7,5,8,1,12,0,7,7,3,3,0,7,9,5,6,8,0,15,0,0,3,0,nonDRNA
4194,13,0,3,13,13,11,22,3,8,0,21,11,5,7,0,9,8,5,13,19,0,18,3,0,11,0,nonDRNA
4195,30,0,1,31,34,18,26,5,25,0,39,38,14,16,0,21,17,10,22,27,0,18,7,0,18,0,nonDRNA
4196,14,0,4,22,21,9,24,4,19,0,29,14,12,9,0,13,8,19,13,17,0,28,8,0,14,0,nonDRNA
4197,28,0,1,16,11,14,19,1,21,0,29,14,3,15,0,8,8,7,15,13,0,15,6,0,6,0,nonDRNA
4198,43,0,8,45,32,22,38,5,37,0,34,42,14,43,0,18,25,21,32,32,0,28,12,0,39,0,nonDRNA
4199,27,0,0,53,42,15,45,9,60,0,90,46,17,54,0,17,27,12,41,31,0,38,7,0,37,0,nonDRNA
4200,27,0,0,53,41,15,46,9,60,0,89,46,17,55,0,17,27,12,41,31,0,38,7,0,37,0,nonDRNA
4201,12,0,4,12,9,6,14,4,16,0,16,12,2,10,0,2,2,6,9,9,0,5,2,0,9,0,nonDRNA
4202,20,0,3,21,22,8,16,1,12,0,39,25,5,13,0,4,9,0,24,13,0,28,1,0,6,0,nonDRNA
4203,46,0,3,31,29,22,20,10,31,0,29,25,13,19,0,29,12,18,32,24,0,31,8,0,18,0,nonDRNA
4204,62,0,4,32,36,17,53,16,37,0,22,53,16,21,0,22,30,31,25,26,0,47,0,0,16,0,nonDRNA
4205,17,0,2,3,7,1,9,2,5,0,10,12,5,3,0,9,3,0,4,3,0,7,2,0,0,0,nonDRNA
4206,13,0,0,19,23,7,13,4,18,0,15,23,6,5,0,12,8,16,10,13,0,18,1,0,10,0,nonDRNA
4207,13,0,1,7,9,7,12,8,14,0,6,17,4,9,0,5,11,5,10,4,0,6,0,0,6,0,nonDRNA
4208,24,0,2,26,14,16,19,4,16,0,33,26,4,17,0,8,10,5,9,14,0,24,1,0,7,0,nonDRNA
4209,18,0,0,15,13,10,14,0,11,0,32,26,7,13,0,11,7,4,21,19,0,20,5,0,9,0,nonDRNA
4210,5,0,1,20,10,12,11,6,32,0,25,14,4,17,0,5,7,7,19,14,0,9,0,0,17,0,nonDRNA
4211,66,0,7,44,23,20,36,12,32,0,26,41,14,39,0,20,22,13,73,46,0,45,10,0,17,0,nonDRNA
4212,13,0,3,5,3,4,14,4,11,0,9,17,6,18,0,6,6,3,11,21,0,12,1,0,6,0,nonDRNA
4213,33,0,4,26,23,25,27,2,18,0,22,25,8,28,0,16,8,5,26,38,0,27,9,0,17,0,nonDRNA
4214,53,0,3,38,35,20,56,19,47,0,40,31,18,28,0,22,16,17,29,44,0,33,4,0,16,0,nonDRNA
4215,29,0,7,21,15,9,37,13,19,0,7,30,4,6,0,13,14,20,18,14,0,22,5,0,7,0,nonDRNA
4216,22,0,2,12,13,12,14,3,6,0,18,16,7,7,0,7,14,3,10,9,0,22,3,0,8,0,nonDRNA
4217,15,0,1,17,18,13,21,3,16,0,29,34,8,9,0,9,8,7,11,12,0,20,7,0,9,0,nonDRNA
4218,19,0,0,23,31,16,20,4,25,0,30,34,13,23,0,16,13,4,19,19,0,18,7,0,22,0,nonDRNA
4219,54,0,9,37,34,13,60,14,24,0,32,55,26,24,0,29,10,30,33,27,0,47,10,0,11,0,nonDRNA
4220,37,0,4,29,29,12,29,7,28,0,29,26,8,35,0,13,7,11,31,43,0,25,11,0,17,0,nonDRNA
4221,56,0,5,36,48,18,43,5,31,0,32,62,15,26,0,26,28,37,23,30,0,47,9,0,17,0,nonDRNA
4222,10,0,5,8,9,2,6,4,12,0,12,11,3,6,0,0,6,5,4,5,0,10,0,0,4,0,nonDRNA
4223,15,0,2,15,14,13,8,5,15,0,24,22,5,18,0,12,8,4,14,11,0,10,5,0,14,0,nonDRNA
4224,27,0,1,27,12,8,29,5,25,0,19,36,11,18,0,17,20,17,24,27,0,36,5,0,15,0,nonDRNA
